role,threshold,objective,node_f1,exact_set_attack,node_balanced_accuracy
source,0.314,0.6628428432153979,0.646563512054696,0.6872618399564507,0.9596337861111899
source,0.315,0.662717403219311,0.6465359006658269,0.6869896570495373,0.9595337573371108
source,0.316,0.6628011905853932,0.6466755462759639,0.6869896570495373,0.9595494495192657
source,0.317,0.662857068940427,0.6467686768676868,0.6869896570495373,0.9595599109740356
source,0.318,0.6632535590095875,0.6468851278357941,0.6878062057702776,0.959572987792498
source,0.319,0.6631281418303807,0.6468575544750584,0.6875340228633642,0.959472959018419
source,0.32,0.6630319648288034,0.6468787147437052,0.6872618399564507,0.9594268676769182
source,0.321,0.663196770149777,0.6469719350073856,0.6875340228633642,0.959437329131688
source,0.322,0.6632806986195989,0.647111815790422,0.6875340228633642,0.9594530213138429
source,0.323,0.6631985440990655,0.6471563468608087,0.6872618399564507,0.9594095453360346
source,0.324,0.6631947457168702,0.6471500162238165,0.6872618399564507,0.9592634252204548
source,0.325,0.6633176183752274,0.6471733487164696,0.6875340228633642,0.9592660405841473
source,0.326,0.6633736264538701,0.6472666955142073,0.6875340228633642,0.9592765020389171
source,0.327,0.663415643117,0.6473367232860904,0.6875340228633642,0.9592843481299946
source,0.328,0.6634997037238544,0.6474768242975146,0.6875340228633642,0.9593000403121494
