epoch,learning_rate,train_loss,maximum_preclip_gradient_norm,validation_loss,validation_selection_score,source_average_precision,source_auroc,source_fixed_0_5_f1,derived_graph_average_precision,derived_graph_auroc,derived_graph_fixed_0_5_balanced_accuracy,exact_set_attack_fixed_0_5,is_best_checkpoint,early_stop_patience_counter,elapsed_seconds
1,0.001,0.5203809316069337,30.24357795715332,0.320704840913434,0.642646597470128,0.5143857620995668,0.9718420183100738,0.4544377529864745,0.5699728473713045,0.8078559905877712,0.5124023981115535,0.6834512792596625,True,0,24.103193759918213
2,0.001,0.35692404342194467,59.67515563964844,0.3302692919398633,0.6480707802115169,0.5191927554749799,0.9729142497123072,0.442658246016937,0.5809833601838005,0.8158192619422633,0.5057804591240543,0.6845400108873163,True,0,23.27248978614807
3,0.001,0.34676909257452065,76.48486328125,0.2829519309303313,0.6640883580807463,0.5424011591508078,0.9776133269815263,0.4900129633059076,0.5939377870398435,0.8443450850112003,0.5153139928328652,0.6801850843767011,True,0,23.15904140472412
4,0.001,0.37238172290449734,76.75146484375,0.42414079749264477,0.6501765466477303,0.5267169560814822,0.9761459330282042,0.611685895050242,0.5711263413997526,0.8244884289371439,0.7022206792854113,0.6722917800762113,False,1,23.146966457366943
5,0.001,0.2902303179656719,71.08028411865234,0.3225849474831407,0.6823079698070026,0.567557220753678,0.9801103439151908,0.661143711885859,0.6140070938054633,0.8568322828233096,0.7616069686202067,0.7000544365813827,True,0,23.191664695739746
6,0.001,0.285236057554535,67.21332550048828,0.3950442070020113,0.6822960440759934,0.5727427917444772,0.9806591205721935,0.6696454191432671,0.6030394722428257,0.8431887380341274,0.7835225804833236,0.6118671747414263,False,1,23.63283348083496
7,0.001,0.30042312722574044,71.31917572021484,0.23325107061086486,0.6914395692124632,0.5769482256163161,0.9808775293966597,0.6470356156522362,0.6309842962205606,0.8629946864387741,0.7265456970323272,0.7446924333151878,True,0,23.460773944854736
8,0.001,0.2722206859094497,51.05474090576172,0.3646247784677289,0.6959291592675926,0.5860002907346145,0.9818970605151597,0.6984683443929719,0.6298189950859817,0.8599328131834161,0.8295975763117378,0.6859009254218835,True,0,22.63373589515686
9,0.001,0.2600244010823029,46.06001663208008,1.3768629416499862,0.6758376148303694,0.5576740130730256,0.9801157010377143,0.5952841532911591,0.6078867321377124,0.8566604239413241,0.8161644860268169,0.3685356559608057,False,1,23.7671217918396
10,0.001,0.24306473102903392,39.235538482666016,0.29560184216133933,0.6749214426955363,0.5629423285593433,0.9811579790491707,0.6974272930648769,0.592643134614288,0.8629611170086465,0.8416051647244558,0.7147523135547088,False,2,22.430426359176636
