epoch,train_loss,validation_loss,selection_score,source_ap,transit_ap,victim_ap,path_ap,learning_rate,best_epoch,early_stop_counter,epoch_seconds,maximum_preclip_gradient_norm,train_source_loss,validation_source_loss,train_transit_loss,validation_transit_loss,train_victim_loss,validation_victim_loss,train_path_loss,validation_path_loss
1,3.9582849797965203,3.35094597878584,0.29224641814486446,0.3425718621698308,0.20792095898048946,0.21107285559265354,0.4236320292531474,0.001,1,0,24.988470315933228,57.7978630065918,0.852743069530196,0.6218996644020081,1.202312431772286,1.1347132082338687,0.8923586423117823,0.6885247034131339,1.010870824931737,0.9058084146882078
2,3.043755814921974,2.6721474618899563,0.3248441389413588,0.32507591559770055,0.28696248540112185,0.2314000776801958,0.48865361745859587,0.001,2,0,24.627436876296997,67.25057983398438,0.5558131388228102,0.526302487761886,1.0569288293852472,0.900582755966966,0.6021300884188232,0.5335956430526528,0.8288837540901649,0.7116665767831668
3,2.5692232975383353,2.4767659151995622,0.3622507839699837,0.3320482987364053,0.3723720879756671,0.2652226848512254,0.5161880057116951,0.001,3,0,24.657572984695435,61.490684509277344,0.5263087520465521,0.5336927122996684,0.8377505572614099,0.757618588582157,0.5058028202299938,0.5214368883677369,0.6993611670714727,0.6640177182615337
4,2.2398904304875717,2.131091706749732,0.3828032342936706,0.318401242578211,0.43806956507271055,0.27461889344656387,0.5455537344519433,0.001,4,0,25.378987312316895,48.05178451538086,0.5018286940493069,0.48244962198980923,0.6810947066565364,0.6276758758501074,0.46159643922575055,0.4715220961686447,0.595370594383737,0.5494441179175639
5,2.124926767942384,3.816246694684181,0.388871904928591,0.2923019406187418,0.4511523272143802,0.3145046407607952,0.5488354037458728,0.001,5,0,24.8005473613739,137.10775756835938,0.4915219420227416,0.6547583061464293,0.6282877896650145,1.3669720973229538,0.44135338897101334,0.7580377431360393,0.5637636399933738,1.0364785812519215
6,2.084209056989336,1.991779489992222,0.4122227210634287,0.32213305130895925,0.48585392674709577,0.33177900104738817,0.5558728686105997,0.001,6,0,25.375749349594116,162.07601928710938,0.49024731696537166,0.46287891873911424,0.6114763927728832,0.572760178216306,0.4289958275803831,0.4323014594890453,0.5534895167578294,0.5238389292896022
7,1.965722929930852,2.262696369397686,0.4266153292351985,0.3157974636708997,0.4916366520236202,0.3770289428351857,0.5735484570961358,0.001,7,0,24.679601192474365,130.0703887939453,0.47610572501972426,0.5292511990776768,0.5521362295608253,0.60907927156922,0.41613706521632765,0.5515666839263448,0.5213439095818126,0.5727992080637322
8,1.9041774973230379,1.8329238855062318,0.4450127179380534,0.36440447099349105,0.5152786772322148,0.36441011484814395,0.578845893099582,0.001,8,0,25.338372468948364,128.90499877929688,0.46852858055243757,0.44447383630930387,0.5120808411688713,0.5021738263470327,0.41854658144636164,0.42883548829442847,0.505021493081624,0.45744073451859435
9,1.8414437733262492,2.013019131517958,0.4636758410107588,0.4035140221477227,0.4873442586854492,0.42447157309833,0.5733383821024859,0.001,9,0,24.052794933319092,104.80619812011719,0.44519497460834834,0.4430086478724181,0.5086322374909694,0.6522202747624182,0.396614760711759,0.3886509859698942,0.4910018089335236,0.5291392185831131
10,1.7355324488098258,2.066362997276725,0.4717503048209895,0.4186967905155998,0.5278562291665833,0.40060215830338913,0.5701333539940823,0.001,10,0,24.35335087776184,91.10787963867188,0.43238487232617595,0.5796930900326481,0.46554956853201157,0.5495925788288296,0.36976223997532826,0.4686010404564868,0.4678357805341794,0.46847627309090334
11,1.7548988898823967,2.2484157529979525,0.486138741929646,0.4426515868168415,0.5121308652489457,0.4530513426031886,0.5602385696078,0.001,11,0,22.77819561958313,114.80332946777344,0.4333405263282974,0.5637822521524564,0.48320045127139083,0.5780128041023,0.3545875488204783,0.5100411916601246,0.4837703579017436,0.596579505489856
12,1.5927571007950094,1.687400037758195,0.4920962366217113,0.4520190157579005,0.5139459015347925,0.4675793987736384,0.5555460340861673,0.001,12,0,22.846628189086914,65.11387634277344,0.3943142736426673,0.4350887079500756,0.4390708818486774,0.45782625820906414,0.31077038807706264,0.3439377330119887,0.44860156533064555,0.45054735603003665
13,1.5327583550081672,2.0654401617793137,0.5282892019902836,0.5032506172724541,0.5518504191827127,0.49139081984750055,0.5825185352549707,0.001,13,0,24.282689809799194,105.26085662841797,0.3831166841861266,0.4940018748643298,0.4248454796239363,0.4817391042615433,0.2814018012029267,0.6076455981795359,0.4433943848311859,0.48205358794822545
14,1.539548642081552,1.7390720892987794,0.508079396029478,0.4354892493572296,0.552213730838735,0.5002716420972051,0.5715563899416207,0.001,13,1,24.541152954101562,150.28810119628906,0.3604418387048224,0.42520031664106583,0.44358805488958886,0.465174589524971,0.28298915012720777,0.3509364577241023,0.45252959813460847,0.4977607194948014
15,1.4766241535032583,1.4852974238219085,0.5181497638864803,0.4833203096735179,0.5388835530822664,0.5053977416928477,0.5604167364532321,0.001,13,2,24.69100856781006,114.62190246582031,0.3521171148281442,0.3455202499949308,0.4266775112829662,0.43134837215683053,0.2557192942792251,0.2742688413780768,0.44211023964224194,0.4341599666448084
16,1.4058861171452046,1.6835983758685233,0.5471271271772717,0.5259994447937772,0.5589991721320627,0.5343203204293456,0.5799871029939325,0.001,16,0,24.355515480041504,80.72200012207031,0.3101031289377017,0.36720634751392967,0.430891977836167,0.5652650695788944,0.22806401956141872,0.2517358821318372,0.4368269941732243,0.49939107103213803
17,1.3531140507557058,1.8208148726101578,0.5327060175214373,0.5307105537625739,0.525448487350349,0.5244618273423299,0.5550763635974769,0.001,16,1,25.034674882888794,82.27230072021484,0.2993046378083061,0.41141885031837766,0.4151572900723984,0.42407718375515513,0.21011243001617483,0.5171662805789884,0.428539687983446,0.4681525540991304
18,1.3460245398180761,1.571089372476551,0.5397646187454979,0.5380391416408898,0.5253922779311627,0.5354287220568983,0.5657381312810783,0.001,16,2,26.05908465385437,102.88690185546875,0.28889834465337355,0.34930920022353057,0.4128880338175292,0.45693466712460207,0.21959057306063334,0.3078994350567327,0.4246475928811674,0.45694606468595306
19,1.3345853806517196,1.3761295517133418,0.5561693405075415,0.53562662711407,0.5419921044241685,0.5688692361340482,0.5888300861688319,0.001,19,0,23.73203682899475,179.69827270507812,0.28911894335300076,0.28658745001102315,0.4101932476434557,0.4522166331161865,0.21047995450592122,0.21067578574859014,0.4247932378007827,0.4266496871623043
20,1.318787982219662,1.3556423671400866,0.5512047291156255,0.5386819437143029,0.5393507472363618,0.5551555397074779,0.5798678713268733,0.001,19,1,23.871163368225098,117.57421112060547,0.27949500298969315,0.29286471355616056,0.4016109268032553,0.41265530262611055,0.2161434439566505,0.22710413559034257,0.42153860306779223,0.42301822150195084
21,1.296174011089659,1.2966076004703078,0.5500458938326199,0.5420008706502362,0.5292277880330972,0.5610961490453779,0.5743232418396514,0.001,19,2,24.79272174835205,174.88941955566406,0.27560463538447266,0.25703571392354074,0.40032478869708876,0.4416245576493813,0.20094209363350585,0.2000331000958975,0.41930249758546617,0.39791423006228255
22,1.2494692521013318,1.4359362058408112,0.5563273373027418,0.5484320212269328,0.5439168906774048,0.5554724854810682,0.5847519344752186,0.001,22,0,24.598483324050903,189.1249237060547,0.26352541399896406,0.2560176946041989,0.38573908029422044,0.4652238144523834,0.19139436227086434,0.2664713797136894,0.4088103905775914,0.44822331353317885
23,1.2433435753936306,1.311154512001028,0.5456401123597753,0.5414176694935039,0.5464253383307084,0.5217846277040039,0.5808116000152302,0.001,22,1,25.026659727096558,86.05611419677734,0.25561336125193423,0.2729621011939847,0.388099936122542,0.40246268842811783,0.18936306027800606,0.21045543422796412,0.41026721632379026,0.4252742874515772
24,1.2539042121779669,1.3426106052228166,0.5483772307502501,0.5380368456801673,0.5232453646990375,0.5695743400799406,0.5688062542572772,0.001,22,2,25.966214656829834,157.9493408203125,0.25366328333488597,0.30327542306971883,0.4084375103444971,0.4173432290268584,0.1808404582922534,0.19622873285568843,0.4109629617549333,0.42576322640800235
25,1.2254070463037285,1.3046192145438944,0.5412398265732389,0.5301013508121901,0.49652222248429195,0.5763050292292792,0.5700130420059453,0.001,22,3,24.356934547424316,90.61219024658203,0.24305466895781952,0.2971813489194117,0.37952658127148853,0.39763497522559926,0.19782985357777225,0.21292243256575,0.40499593865296163,0.3968804572277142
26,1.2284486121042382,1.9134484372680975,0.5431524990814127,0.5582343005826907,0.48453714710929247,0.5556342466424711,0.5781968023433229,0.001,22,4,22.830565690994263,141.2428436279297,0.26180488153091364,0.44485686477725683,0.38034019791819645,0.6033788394696754,0.1759300713204615,0.28819245610048333,0.4103734667692177,0.5770202837075614
