threshold,objective,source_node_f1,source_exact_set_attack,derived_graph_balanced_accuracy
0.0,0.053042657282636685,0.08840442880439447,0.0,0.5
0.001,0.4610848511040794,0.4454843689695099,0.4844855743059336,0.6120239857882035
0.002,0.47464604019990275,0.4669976191682285,0.48611867174741424,0.6376158191451256
0.003,0.48224038097529687,0.47929194325133406,0.48666303756124113,0.6539463017001502
0.004,0.4875051728187737,0.4878851410525198,0.4869352204681546,0.6666959220766222
0.005,0.491294072038695,0.494199973085722,0.4869352204681546,0.6763396016353846
0.006,0.4943765633102777,0.4991560032670841,0.48720740337506807,0.6841095413542794
0.007,0.4966443244252661,0.5032985156679495,0.48666303756124113,0.6894845235704741
0.008,0.4990966079134535,0.5070227442723771,0.48720740337506807,0.6950752170423512
0.009000000000000001,0.5010362032921367,0.5097110374230223,0.4880239520958084,0.700134517502154
0.01,0.5025467429058398,0.5122286034458607,0.4880239520958084,0.7038718218326474
0.011,0.5037068843034682,0.5143436277131838,0.48775176918889496,0.7071240294530556
0.012,0.5053073633793361,0.5164667270258034,0.4885683179096353,0.7112464599929246
0.013000000000000001,0.5065323928594376,0.5183269875546969,0.48884050081654873,0.7140135709032476
0.014,0.5074369074558249,0.5200159671532847,0.4885683179096353,0.7166112668598774
0.015,0.5084051252869944,0.5216296635385672,0.4885683179096353,0.7194348494214314
0.016,0.5094521376393883,0.5233746841258903,0.4885683179096353,0.7219196020755991
0.017,0.5102200653502288,0.5244731083726821,0.48884050081654873,0.7233313933563761
0.018000000000000002,0.5109741525148277,0.5259113755849558,0.4885683179096353,0.7258827930110168
0.019,0.5115333914658948,0.5272063510459524,0.4880239520958084,0.7280620392580344
0.02,0.5123242891995079,0.5285245139353076,0.4880239520958084,0.7296997171437358
0.021,0.5136853184587636,0.5300670749489647,0.48911268372346217,0.7316762249368236
0.022,0.514282362495104,0.5312436036141408,0.48884050081654873,0.7333703744737561
0.023,0.5149559638822828,0.5321848173214966,0.48911268372346217,0.7345331309986143
0.024,0.5157656958076797,0.5333529152592158,0.4893848666303756,0.7363402238380089
0.025,0.5163096330189973,0.5342594772780785,0.4893848666303756,0.7375826001650927
0.026000000000000002,0.5167185031561499,0.5351223827779417,0.48911268372346217,0.7387453566899509
0.027,0.5171571821721963,0.5358535144713525,0.48911268372346217,0.7399312613658036
0.028,0.517937051745301,0.5367903865506423,0.48965704953728906,0.7417383542051983
0.029,0.5184086410380012,0.5375763687051427,0.48965704953728906,0.7432964122886739
0.03,0.5190102093828166,0.5383975273418926,0.4899292324442025,0.7448776185231443
0.031,0.5194772895482931,0.5391759942843535,0.4899292324442025,0.7460635231989969
0.032,0.519901584476429,0.5398831524979134,0.4899292324442025,0.7470235412699253
0.033,0.5203454053183098,0.5406228539010479,0.4899292324442025,0.7483788608994714
0.034,0.5207683436953844,0.5413277511961723,0.4899292324442025,0.7499035954827106
