candidate,seed,epoch,learning_rate,train_loss,train_attack_loss,train_count_loss,train_source_loss,train_transit_loss,train_victim_loss,train_path_loss,maximum_preclip_gradient_norm,validation_loss,validation_selection_score,graph_auroc,graph_average_precision,graph_fixed_0_5_f1,count_active_macro_f1,count_active_accuracy,source_average_precision,transit_average_precision,victim_average_precision,path_average_precision,source_fixed_0_5_f1,transit_fixed_0_5_f1,victim_fixed_0_5_f1,path_fixed_0_5_f1,elapsed_seconds,is_best_checkpoint,early_stop_patience_counter
graphconv,117,1,0.001,3.448276434378821,0.9662985033426664,0.5843529339880206,0.6002791046355506,1.1754735740415014,0.6564336976279752,1.0189205592671424,65.99274444580078,2.842642711953642,0.5975900397984,0.8334580454057898,0.5771365706229994,0.5405605265103897,0.8229780130818167,0.8320631464344039,0.4525940859941994,0.2836647660652486,0.2060849035369738,0.43301063061298456,0.3560933448573898,0.2060530160718013,0.29997754659082404,0.3936346823792525,24.896708250045776,True,0
graphconv,117,2,0.001,2.522890279486266,0.802823336355207,0.19227221300392508,0.41090432926916876,0.9384591096184821,0.45175156467548677,0.8099665698258128,88.8566665649414,2.5465081146089203,0.6505223736398548,0.8676668010263638,0.6381580173511595,0.5157962604771115,0.9204964973886893,0.9197060424605334,0.47020482962558396,0.329078529850979,0.26422659667895176,0.5007316050541686,0.4559785688527125,0.3794267452311994,0.36352016663510706,0.5317485231585857,25.133316040039062,True,0
graphconv,117,3,0.001,2.275912468631071,0.6949407763370775,0.19971532677326903,0.3934303255700176,0.8451872586327316,0.3989837559397339,0.7317045122292432,89.08284759521484,2.4968531841214743,0.6277518811910829,0.8659756487599785,0.6340329695232317,0.5822387207310108,0.7610687330724171,0.7885138813282526,0.46981254690510965,0.296990631734104,0.3209267689716964,0.4992093641265107,0.486575373536333,0.31292885004128346,0.39584585952446033,0.5007250562950213,25.42772388458252,False,1
graphconv,117,4,0.001,2.0368240928070898,0.6229776678792639,0.15929999760078115,0.36535603220761204,0.7290235696410323,0.3758178123355275,0.6449304869396298,156.96591186523438,2.024502593438744,0.6719562626654116,0.858662385478135,0.609767284291987,0.6653883029721958,0.9486666375523307,0.947468698965705,0.5053615754262278,0.3866957032422389,0.37389209511019034,0.5399752136745789,0.4796773683378144,0.439479979199168,0.43344822418702234,0.5785673570207106,24.84923243522644,True,0
graphconv,117,5,0.001,1.8209090187928596,0.5938240399305067,0.12049850515387765,0.3264319620871698,0.6100487303019243,0.34280580837686564,0.5565500836392016,80.56993865966797,2.0530799519208807,0.6922123292341447,0.8698340889324294,0.647188864933817,0.618250033498593,0.8757711463015642,0.87915078933043,0.5148922874833294,0.4943926540869794,0.4192482181136122,0.5996478490071652,0.5204899267399268,0.507527490679126,0.4440071862434768,0.6426754564199817,25.08631682395935,True,0
graphconv,117,6,0.001,1.7184963374026019,0.5938307179443187,0.08699568477781582,0.3167590526774472,0.519499400757219,0.3357264233047326,0.5057284063819815,89.16796112060547,1.555135673337817,0.7038917616303074,0.8680666522879658,0.6302004984172329,0.7399798590130916,0.985828373277728,0.985302123026674,0.4953089916495681,0.49604775626786834,0.4312958684332195,0.5880217355460813,0.5608284098850137,0.4591928886370479,0.4516883413187315,0.6248525924294064,24.794122219085693,True,0
graphconv,117,7,0.001,1.5775696996258475,0.5535742915438141,0.08407445005119829,0.28884517767221873,0.4616793665319356,0.30733746780357124,0.46354045492500534,104.81401062011719,1.664770895798392,0.7022956003506002,0.8559786909127307,0.6025634759921474,0.624764772299586,0.9750711750166162,0.9741426238432227,0.53327169023443,0.48317389179581666,0.4925064241844614,0.5796159480399569,0.5855132077897037,0.5168182293299884,0.4861511635705184,0.6609374781306423,25.72019600868225,False,1
graphconv,117,8,0.001,1.5102773016481725,0.557191254969752,0.051703191729702794,0.2581795608838832,0.44651685838647287,0.2960266468874613,0.447552952806378,83.58726501464844,1.3913560897149955,0.7283588547554611,0.8743720333938362,0.6262946901346745,0.7367154601965108,0.9960699948533196,0.9959172563962984,0.5483363432027846,0.5419392464092482,0.5348242062015935,0.6018256240774859,0.554921626328749,0.5142153259293109,0.47205079515784476,0.6497589993493647,26.202328205108643,True,0
graphconv,117,9,0.001,1.4837197047990014,0.5657231230622696,0.03567540608963584,0.2585207805115226,0.42771476520438784,0.2770908628729109,0.43992513776678377,125.90422821044922,1.3361143143240977,0.7354240923838825,0.8720463820085561,0.6459330412244163,0.7403671575549728,0.9748391064412159,0.9752313554708765,0.5615362972013687,0.566114128880471,0.561306542937122,0.6179865872957476,0.6202646731993131,0.5037171141327376,0.4708457829186759,0.658298877731837,26.142335176467896,True,0
graphconv,117,10,0.001,1.3951442628590054,0.534758604539894,0.07492385726294687,0.23018630784043898,0.4004105271311397,0.24614911313179508,0.415840635513276,62.387657165527344,1.2632651054996185,0.7478525649356493,0.8782837481289346,0.6593871153688087,0.7402135231316725,0.9911546907280414,0.9910179640718563,0.5626551832397936,0.5873137700248431,0.5886840918036519,0.6292086507561258,0.6526622591881709,0.5250919734140937,0.518138104739786,0.6780961915488256,24.90682339668274,True,0
graphconv,117,11,0.001,1.3414989411040885,0.5235567580233943,0.06074355485658545,0.22121782194828019,0.3929336797114184,0.22180945482567452,0.4070572924623127,54.499794006347656,1.5361164502257132,0.7294216454073705,0.8714826184745731,0.6458175108370543,0.7347278592985743,0.9123527776985053,0.9118127381600436,0.5532569509177167,0.571423007980497,0.5997771634840575,0.6180560434643761,0.6937135654639988,0.5504653589759972,0.5979713791476647,0.693994591864024,25.136033296585083,False,1
graphconv,117,12,0.001,1.2972941242825893,0.5131886124396832,0.06623333840689544,0.21189662281940821,0.36463185203179727,0.2173786861123046,0.3874845622175929,86.92874908447266,1.3768105928620769,0.7300337794729006,0.8689437458737576,0.6448418585428304,0.7384956197764576,0.9697649783826892,0.9689711486118672,0.5644252948430267,0.5267416606234608,0.5755042260818028,0.6049251201711622,0.6479571949966337,0.46939647498664766,0.5762184967247695,0.6115733083170809,26.402944087982178,False,2
graphconv,117,13,0.001,1.306328613752039,0.5454121363761708,0.023022271595643806,0.22039452288355546,0.36044725101486064,0.20803230354573074,0.3855259442629783,101.30005645751953,1.2710350928483185,0.7311639417422838,0.8567639450548356,0.5912010376791281,0.7412062848454131,1.0,1.0,0.561948281861615,0.5919383840422879,0.5869716525596559,0.6136877072760814,0.6953540334386316,0.5822910552219261,0.6378373930217248,0.7076823491334923,25.790266275405884,False,3
graphconv,117,14,0.001,1.2808302880060651,0.525381415307656,0.044431408254825305,0.2121300746014632,0.3514724275294702,0.20660940935333572,0.3808196475400969,94.28195190429688,1.1860367760043187,0.7477799886911307,0.8770806591019452,0.6496119307560229,0.7404298874104401,0.9992139031663766,0.9991834512792597,0.5740300393040358,0.5770573688632952,0.5993650423455474,0.6228667082089946,0.6761392917617611,0.5395322022731016,0.6134346292491957,0.6923683469445228,24.59764838218689,False,4
graphconv,117,15,0.001,1.3179234847291772,0.5321102440807433,0.03884054377280734,0.22264191311128742,0.37761243712664044,0.20605489210076267,0.4008073398060665,136.40016174316406,1.1874394165601767,0.7447561066422617,0.8698925741346434,0.6345453342424863,0.7400836137452841,1.0,1.0,0.5872165996451472,0.578747213043084,0.598898866574657,0.6212026633920682,0.6916694822990578,0.5694946241239717,0.6392020111913064,0.7074429737289847,25.322463750839233,False,5
graphconv,117,16,0.0005,1.1348548417582982,0.49200138991212666,0.004799775539303408,0.18169817262788227,0.3118203185052533,0.17519486914630275,0.3428981508727839,48.503089904785156,1.2740398645401,0.7481909278140624,0.8716097642282431,0.6441567943725013,0.7306547619047618,0.9965502374663471,0.9964616222101252,0.5884625200812279,0.5879016656709508,0.6046175204666857,0.6250377314787573,0.7108002985895573,0.6248890641948526,0.7010716047168541,0.7282399790894694,25.762036085128784,True,0
graphconv,117,17,0.0005,1.1369011738490402,0.4951290047447701,0.010516676187368752,0.18007008086906864,0.31009968125676257,0.17198438000613436,0.3448112464637831,50.872154235839844,1.3938107301753446,0.7561832571990632,0.8803990987161353,0.6602226678095587,0.6961588773932691,0.9960678577755074,0.9959172563962984,0.6081469178831403,0.5907063598760723,0.6107785902082967,0.6265676194971198,0.7132978300612034,0.6454890663873248,0.6914594401535783,0.7246596066565809,25.464895486831665,True,0
graphconv,117,18,0.0005,1.1377644774703661,0.49474337448386185,0.007905823459962423,0.18467307090334537,0.3082473915252615,0.16969101925608854,0.34600630833973645,82.03153991699219,1.14819295287589,0.7513899240826245,0.8758496262910859,0.6604203261477879,0.7414229329015283,0.9992139368300037,0.9991834512792597,0.5956145372291245,0.5858450189515537,0.5930034384288716,0.6224359728767505,0.7028678351853974,0.6133936005709528,0.6634792819996644,0.7238265268169308,25.08811664581299,False,1
graphconv,117,19,0.0005,1.1147965156980704,0.4836467199223556,0.015658534392414183,0.17681030505155376,0.3018219679291625,0.17010612400067124,0.3360392902986923,71.04010772705078,1.2105064197213866,0.7492697144069533,0.8728807145345426,0.6368948835553376,0.7259893048128342,0.995022911539803,0.9948285247686446,0.6038130118925341,0.5946436781141982,0.6022047334841566,0.6255168843323057,0.7047817851482469,0.5995531909993321,0.6970902427032584,0.7165615910466714,23.537657499313354,False,2
graphconv,117,20,0.0005,1.0945946093761971,0.48473988883502056,0.0024616491014274617,0.17196367970019705,0.2949843727385845,0.16303524347226317,0.33378319568632403,54.011173248291016,1.2559491762865245,0.7566180447847303,0.878641622232259,0.6476478199205258,0.7377977144077753,0.9908183443474724,0.9904735982580294,0.6104140781594706,0.6068107275621031,0.6086787562663106,0.6466527727606455,0.7018441449352831,0.6521598794986283,0.7005062616573408,0.7308596165739023,23.961638927459717,True,0
graphconv,117,21,0.0005,1.0892972451191727,0.4782901643870837,0.010750367784122767,0.17630054467007206,0.2883135819988641,0.15806706920102626,0.3332485231115551,72.86237335205078,1.1576454246637922,0.7493022803330267,0.8755325919202931,0.6337832291309267,0.7318632150846917,0.9942315383956102,0.9940119760479041,0.6070714447096177,0.5867460742097419,0.6047965762168607,0.6257887811433624,0.6975635593220337,0.6114649681528663,0.6893856220631506,0.7164553637862363,23.886168718338013,False,1
graphconv,117,22,0.0005,1.105523564132335,0.4817083267047944,0.013606830330967098,0.17990304619456984,0.2998112359094303,0.15751078547489628,0.33814013918004143,79.99011993408203,1.175560516111391,0.7683841705731533,0.8897626948702345,0.7064827089060337,0.7326711524084161,0.983450095157102,0.9828524768644529,0.6124303741867613,0.5988124439309788,0.6202734519428055,0.6481381449655822,0.69707160400529,0.6237837575522286,0.6871462518902571,0.7232182545562307,24.24337863922119,True,0
graphconv,117,23,0.0005,1.1057004308773957,0.48263201915432546,0.009676356887680504,0.17761473714671616,0.2910457923856525,0.1694526676245407,0.33600620133753184,112.19699096679688,1.1675740037384619,0.7622406235268278,0.886483081437593,0.6799646660044896,0.7332759733275972,0.9950186517302669,0.9948285247686446,0.6055758237648394,0.5927333958423672,0.6194212625925561,0.6327515321536,0.7058959359605911,0.631853400565736,0.7192755498059509,0.7226564237939166,24.62178063392639,False,1
graphconv,117,24,0.0005,1.0819449141492894,0.4797003192512957,0.007197048584399352,0.17389307637789658,0.2902754300841753,0.15101446684880918,0.33270884413059026,58.39643096923828,1.1404346323561394,0.761865224656584,0.8795371913011154,0.6795511572646799,0.7367323532478364,0.9975847678944898,0.997550353837779,0.628227023376882,0.5853957495752976,0.6129710549069161,0.6377429570646455,0.6712268956483773,0.6106273826893208,0.7268135260277817,0.7085119235969277,25.558975219726562,False,2
graphconv,117,25,0.0005,1.0744767367229886,0.4781439227868835,0.009125820366057283,0.1706305938175221,0.27865437002932675,0.15945463248177624,0.3244422911481439,43.50381851196289,1.1346819626112703,0.7623007986383051,0.8867476097766477,0.6800132622575288,0.739983305509182,0.9926567239635996,0.9923788786064235,0.602910540850865,0.6027438001318413,0.6134360846600605,0.6346697520786496,0.6908846283215606,0.6118996146254346,0.685239448939427,0.7198414446157235,25.155885219573975,False,3
graphconv,117,26,0.0005,1.0707131072059515,0.47305779604918874,0.003673333930112919,0.17366779910197325,0.2820572308519384,0.156594129831896,0.32735326981233925,75.12044525146484,1.2092895611340364,0.7605485659458822,0.8818108438850578,0.6857887797503639,0.7153498871331829,0.9889786418400877,0.9885683179096353,0.6187806042527032,0.5849861642781493,0.6136251346122612,0.6305100922748571,0.7130441560466113,0.6340054815974941,0.7294663133989403,0.7281289460001485,23.462313652038574,False,4
graphconv,117,27,0.0005,1.0654883186503812,0.47695584728954094,0.004649191695437648,0.16923946277179097,0.2770932206160747,0.15622522913668552,0.3225057585492963,38.32807922363281,1.155184217644225,0.7567314038881263,0.8780775820271485,0.6771479159461138,0.728548644338118,0.9981659975982159,0.9980947196516059,0.5993196895090427,0.5895481591441636,0.6038720607010101,0.627370513129108,0.7027480275946183,0.6379791825336381,0.6390910561216239,0.7220427581346176,24.71065044403076,False,5
graphconv,117,28,0.00025,1.004757192290278,0.4527147637174573,0.001792210272276099,0.15950663462572173,0.2646151497578674,0.13927241305223645,0.30975561811205454,36.93028259277344,1.210194127313022,0.7641802312019713,0.8821356711592729,0.6889394844233216,0.7138945927446954,0.9929192503579322,0.9926510615133369,0.6176931860746967,0.598429534884955,0.6214757608258555,0.635008714584505,0.7132747492028928,0.6518297697368421,0.7334529317344917,0.7311112110716267,25.55628252029419,False,6
graphconv,117,29,0.00025,1.0042150844663353,0.45280810805535676,0.0013965419979517118,0.15856540527978277,0.26020735002451223,0.14157469788146218,0.3117172050764218,31.194002151489258,1.2330942239188905,0.7643330949584604,0.8836153083487419,0.6889052804206542,0.6987951807228915,0.9908183443474724,0.9904735982580294,0.6222462090084913,0.5976318932094858,0.6150645903135461,0.6379568948546638,0.7133718208768919,0.6548173445099866,0.7329407365862779,0.73253281713145,24.44156527519226,False,7
graphconv,117,30,0.00025,1.0087324531657413,0.44874612975446065,0.0010480707695099721,0.162803615620711,0.2643190252198341,0.14271598656769083,0.3149243419272079,60.74981689453125,1.2091321905606247,0.7640602568570285,0.884652287104949,0.67763708570944,0.7229050279329609,0.9955467031496787,0.9953728905824715,0.6232950871932412,0.6002326474483656,0.6168340856612946,0.6365082036638586,0.7096724171351038,0.6549759104802363,0.7338869491365482,0.7305780128447298,23.934349060058594,False,8
graphconv,117,31,0.00025,0.9922691023163216,0.4430619578536606,0.0011549259537534417,0.16020634983719148,0.2574154494924233,0.1392252151599094,0.31059339337476294,65.32975006103516,1.2863118459742948,0.7616897959687238,0.8856479188982243,0.6684967565517581,0.6858260975908035,0.9973789569649173,0.9972781709308656,0.6159756746321329,0.5942207303832737,0.6218991641181131,0.629045063584033,0.7132550793588894,0.6522188890038274,0.7422269724057521,0.7290111447918081,24.92535161972046,False,9
graphconv,117,32,0.00025,0.9867214761172999,0.44527481596360396,0.0009079988315463237,0.15710548603247235,0.2547249026963735,0.13611791687775843,0.3088725652660689,30.5208683013916,1.137146654865903,0.768548207517798,0.8861028123435656,0.6945721348547469,0.7198116380760176,1.0,1.0,0.6276946805126875,0.597340653638796,0.6171971173711757,0.6430829843425042,0.7093766854149011,0.6410673608851285,0.7379132473622508,0.723332403424024,25.4514319896698,True,0
graphconv,117,33,0.00025,0.9649498689641187,0.4331497411681286,0.0021585111389500356,0.15300994962657719,0.25040955049215785,0.13422988281042592,0.3036674682887788,29.53801155090332,1.1451898167721004,0.765744272968742,0.8858434331616046,0.6865202378823523,0.731016731016731,0.999213830650309,0.9991834512792597,0.618892260878242,0.597560202737164,0.6187464606747848,0.6361124031134237,0.7066584841976067,0.6421298365866984,0.7147355451102086,0.7291107532653427,25.913629293441772,False,1
