epoch,train_loss,validation_loss,selection_score,source_ap,transit_ap,victim_ap,path_ap,learning_rate,best_epoch,early_stop_counter,epoch_seconds,maximum_preclip_gradient_norm,train_source_loss,validation_source_loss,train_transit_loss,validation_transit_loss,train_victim_loss,validation_victim_loss,train_path_loss,validation_path_loss
1,3.340859439542029,2.6144993332610733,0.34849644321935735,0.41607084007432416,0.29222816885222386,0.2407784690379333,0.4521176586226042,0.001,1,0,24.43317675590515,53.83161544799805,0.6006083485847956,0.41396829527761136,1.1107312408150205,0.9298697096482395,0.6604370960667213,0.46928611135117393,0.9690827577792263,0.8013752092955821
2,2.384546391525559,1.842416119301456,0.42664472986044655,0.42789445941093657,0.44189766351373005,0.3173283403120132,0.5423494554036488,0.001,2,0,23.0916166305542,179.9657745361328,0.4420299441199127,0.37853170857118923,0.7766750012977438,0.5293803020150878,0.4450143915579439,0.39425090979190014,0.7208270549305257,0.5402532075252265
3,2.0267818790679137,1.7568089225130825,0.4483134614182244,0.47007260688495073,0.45784469974278086,0.3295821276288688,0.5521748625491341,0.001,3,0,24.24730896949768,294.64361572265625,0.39846989375082553,0.3508039505088923,0.6363971460973462,0.5250133255432392,0.385763124385816,0.36691994632036445,0.6061517105482971,0.5140716989226116
4,1.7127075703471701,2.3347972611662375,0.48163199113037225,0.477914707383497,0.5154946770847777,0.3786719559902503,0.5735796032328309,0.001,4,0,23.399949550628662,251.91232299804688,0.35248697750113,0.48156652558656793,0.4959081455721563,0.7128288011764811,0.3606724299103301,0.46198300764173994,0.5036400120381608,0.678418912802315
5,1.5144183662147501,1.4540770802918066,0.5295035895852878,0.5071535491951797,0.5737068158639734,0.4416439074627406,0.6175992199752764,0.001,5,0,23.264710903167725,98.02873229980469,0.3203476570486951,0.3203188619775029,0.4180591869018873,0.38150988612442943,0.3261807333812119,0.33827158051280076,0.4498307915154957,0.41397673827934994
6,1.462758600688037,1.4101476255200072,0.5398548441336842,0.5344019425812613,0.5649008144697946,0.4690394138968856,0.6052460213381791,0.001,6,0,23.734315872192383,108.72454833984375,0.30357336634928517,0.2832219606386747,0.40476968958383497,0.3889874384689738,0.31602469296596125,0.3287175765134975,0.4383908505567843,0.4092206460153767
7,1.34191704817802,1.2110720856131874,0.5646749129272138,0.5527480096891009,0.5745133211386871,0.5293731249754253,0.6143944924597775,0.001,7,0,23.526722192764282,57.43144607543945,0.2714548874016217,0.2249929667432646,0.3721576874241455,0.35686079487156974,0.28558565526916124,0.2644209645184216,0.4127188192001584,0.36479734986221196
8,1.2832993320615085,1.1843751706991767,0.5732806061307298,0.5595172108050684,0.5826592356470219,0.5465608175495534,0.6156021479503273,0.001,8,0,25.282399892807007,228.00393676757812,0.23729491953972728,0.2413537421978601,0.3778902579911149,0.3466839106184922,0.2710381443188997,0.24742301799937377,0.397076010444949,0.34891450321385076
9,1.3616216216280208,1.1226978643034915,0.5832456948129311,0.5656059762712802,0.5919985819005676,0.5666947844782709,0.6194528016841869,0.001,9,0,24.630207061767578,287.6566162109375,0.24600465915466638,0.20272253645943195,0.42625338615126973,0.34234572969862326,0.2593355418641337,0.2277631794660332,0.4300280304658176,0.34986641938354474
10,1.1493461150738131,1.110895482668627,0.5894581344698893,0.5739772034446923,0.5957554598526439,0.5831016932075674,0.6127534258571439,0.001,10,0,24.024505376815796,71.98406219482422,0.19800012330910474,0.18791575434868668,0.3469181999766347,0.35023088839338046,0.23063225954048133,0.21082787381278145,0.373795530704511,0.36192096276910524
11,1.1243889975519927,1.0272694348070965,0.6054394384870445,0.6136142293086674,0.6008409333200851,0.5890703803438605,0.6193867063922893,0.001,11,0,23.854832887649536,118.60740661621094,0.20813034228840166,0.18673350539244,0.34305309618950414,0.32999789730394746,0.2008293365815807,0.16295780182493752,0.37237622481477345,0.3475802217254541
12,1.0213011065261468,1.0229469027708011,0.5944399661848061,0.6089640571143339,0.5667734215399065,0.5992640861087408,0.6012068606917207,0.001,11,1,23.979965448379517,77.030517578125,0.18508376692385445,0.17443090125366492,0.32380706987168817,0.3398938572859703,0.15875875968080974,0.15746021510540753,0.35365151043333476,0.35116192435852867
13,1.0607966254171548,1.5197856651564363,0.614110429594591,0.6348985479667182,0.5964306868857363,0.5994304050653211,0.6233779610840555,0.001,13,0,25.791250705718994,232.34808349609375,0.19952777078288095,0.46942207099225175,0.3333037251319512,0.39943973090152324,0.1622762933064028,0.2151219915232287,0.3656888331769725,0.4358018598641777
14,1.0226047167337509,1.0478912267648397,0.6194143280562188,0.6258421141878312,0.6004801221827621,0.6227995966062244,0.629208820513114,0.001,14,0,23.810349464416504,97.27809143066406,0.18592275798293587,0.20770659464224697,0.3152976009272793,0.33193619521798645,0.1599273410766796,0.14714348552175258,0.36145701618598663,0.36110495729312436
15,1.1097308449111398,1.0084249081130534,0.585870891778646,0.5838681636618144,0.5616694391883416,0.607131250041786,0.5925513518628491,0.001,14,1,24.578611612319946,423.7186279296875,0.21403830540315102,0.17190189105797546,0.3341264009689777,0.33003822227495117,0.1749926789458025,0.1522448030544271,0.3865734593179769,0.35423998707860216
