threshold,objective,source_node_f1,source_exact_set_attack,derived_graph_balanced_accuracy
0.0,0.053042657282636685,0.08840442880439447,0.0,0.5
0.001,0.46275409842042503,0.4491737241864642,0.48312465977136637,0.5821431043902298
0.002,0.48178129400696734,0.466369295128651,0.504899292324442,0.6087977237713005
0.003,0.49251312035482475,0.4766345509815034,0.5163309744148068,0.6245533144647724
0.004,0.49993999493992286,0.48429483823683384,0.5234077299945563,0.6372594359917658
0.005,0.5054876261463088,0.49009324009324007,0.5285792052259118,0.6462384285375078
0.006,0.509646755153752,0.494666203245729,0.5321175830157866,0.6525067818241579
0.007,0.5139537480462635,0.4983968745790111,0.5372890582471421,0.658097475296035
0.008,0.5181538765624103,0.5021308938896278,0.5421883505715841,0.6636316971166811
0.009000000000000001,0.5211014551149888,0.5054104273691112,0.5446379967338051,0.6686576740762473
0.01,0.5233462168520049,0.508062965303151,0.5462710941752857,0.6735475595823569
0.011,0.526133756203009,0.5105314009661835,0.5495372890582472,0.6772182169123773
0.012,0.5282548317277196,0.5127963399417718,0.5514425694066413,0.6806065159862422
0.013000000000000001,0.53036494567151,0.5146800990732753,0.5538922155688623,0.6835430418502585
0.014,0.5318821088727065,0.5166643385947758,0.5547087642896026,0.6859148512019639
0.015,0.5335307211135725,0.5188676598490588,0.5555253130103429,0.6895290368807532
0.016,0.5349651314919461,0.5205325227279124,0.5566140446379967,0.6919008462324586
0.017,0.5367591362975046,0.5222523438382469,0.5585193249863909,0.6943855988866262
0.018000000000000002,0.5381621190566878,0.5238648273517832,0.5596080566140447,0.6967009365871005
0.019,0.5392444751912326,0.5254872989714156,0.5598802395209581,0.6989598026363438
0.02,0.5403974549696324,0.5268645661215885,0.5606967882416984,0.7006539521732763
0.021,0.5417314059994774,0.527999086210343,0.5623298856831791,0.7024045733614399
0.022,0.5431102422676465,0.5293898703009133,0.5636908002177463,0.703872836293448
0.023,0.5441133645517211,0.5305173749605441,0.5645073489384866,0.7052281559229939
0.024,0.544990119722129,0.5316157230353393,0.5650517147523135,0.706696418855002
0.025,0.5465873308952497,0.5328260994870021,0.5672291780076211,0.7082776250894723
0.026000000000000002,0.5475995731870118,0.5339688041594454,0.5680457267283615,0.7096329447190184
0.027,0.5485246299526021,0.5351476548928779,0.5685900925421884,0.7108753210461022
0.028,0.5494317674426789,0.5362966401671212,0.5691344583560153,0.7125129989318035
0.029,0.5500830471120072,0.5372006510113928,0.5694066412629287,0.7134165453515009
0.03,0.5506460849435085,0.5381390473972284,0.5694066412629287,0.7147718649810468
