candidate,seed,epoch,learning_rate,train_loss,train_attack_loss,train_count_loss,train_source_loss,train_transit_loss,train_victim_loss,train_path_loss,maximum_preclip_gradient_norm,validation_loss,validation_selection_score,graph_auroc,graph_average_precision,graph_fixed_0_5_f1,count_active_macro_f1,count_active_accuracy,source_average_precision,transit_average_precision,victim_average_precision,path_average_precision,source_fixed_0_5_f1,transit_fixed_0_5_f1,victim_fixed_0_5_f1,path_fixed_0_5_f1,elapsed_seconds,is_best_checkpoint,early_stop_patience_counter
graphconv,147,1,0.001,3.5719728059311726,0.9602261258429542,0.6767341618376264,0.6355109709927875,1.1581346341102048,0.7330113801612171,1.0180855170591008,38.60129928588867,2.8189642496340426,0.6146200335440587,0.8282470984269218,0.5944968329931383,0.3109261186264308,0.9334817966214628,0.9324986390854655,0.4689175618303224,0.2808163621453063,0.2095875682435067,0.41016960351878545,0.4311133462652968,0.29609546403153597,0.30806257521058966,0.46685911427163274,23.690443515777588,True,0
graphconv,147,2,0.001,2.4516735310647335,0.7816666503542863,0.2123477776002855,0.38370726242165804,0.9085261725555909,0.44819600197673437,0.7794312908347165,146.029052734375,2.285954499762329,0.6583812910403027,0.8647185934925229,0.6199033193057794,0.557367149758454,0.9244835017816743,0.922427871529668,0.5059202240918923,0.3662316356581046,0.29117074442573976,0.5097542941185426,0.4052107279693487,0.3964641918409967,0.37249529436992207,0.5434274634582877,24.616852045059204,True,0
graphconv,147,3,0.001,2.1503373589608246,0.6963074090179545,0.16572992133705916,0.3600473177229818,0.7570913712165512,0.39432396833312805,0.6736580209653495,130.39981079101562,1.9533638978522094,0.680034639895775,0.8648429571643005,0.6234711291875842,0.692573005288572,0.9476838288728016,0.9471965160587915,0.506262839192557,0.4277158377546499,0.3683909413963626,0.5467154720307004,0.4596356758909019,0.40809741881765194,0.396531907450902,0.580796739313854,24.515924215316772,True,0
graphconv,147,4,0.001,1.975252218115708,0.6576984393686015,0.15078033776272456,0.34567528174006606,0.651177769316115,0.36195250686182795,0.5988701267936015,63.972320556640625,1.854087274193307,0.67691550987466,0.8480785927990007,0.5849287821335615,0.6518294311403899,0.9760874202982504,0.9752313554708765,0.518235632329755,0.4245458885943536,0.36811035781129237,0.5725031379664797,0.49679973963983504,0.3929697479263344,0.42550250214271884,0.5507929505189588,24.781758069992065,False,1
graphconv,147,5,0.001,1.7686434090247913,0.6018106330777473,0.10955294908530847,0.31545873906771216,0.561737695108766,0.33449728049808686,0.5297115012275769,107.49980163574219,1.6374641140758763,0.7032268189254294,0.8698938037840986,0.6380448455785372,0.7352056168505517,0.9430689750436004,0.942025040827436,0.5354715280503909,0.49068905809097746,0.43203173545040197,0.5927237253770218,0.5405548371929,0.512008920912678,0.4436561763954709,0.6365573677331364,26.03488540649414,True,0
graphconv,147,6,0.001,1.6400130547578218,0.6010769029824773,0.10756092450763571,0.27736487267610843,0.48130252134112556,0.3062058747862987,0.47497029472089897,60.916969299316406,1.570679823405289,0.7066546196345557,0.841743069910859,0.5838098695418429,0.6703156358328771,0.9921273932237052,0.9918345127925966,0.5420381737080844,0.5396174405945552,0.49325867935221723,0.6024967988098009,0.5399078935789505,0.4564207722102459,0.43721313728184696,0.6195832422773844,24.41599702835083,True,0
graphconv,147,7,0.001,1.505177067000493,0.5401859523136667,0.07276913969218989,0.26287226100585426,0.44469014440259896,0.2929152611285126,0.4474055303820651,114.0567398071289,1.4100214856490016,0.7249089886372374,0.867404931804256,0.6212763705945391,0.7348113408654873,0.980352562915025,0.9795862819814916,0.5504751375085304,0.5325520870638589,0.5551740649845447,0.6062304011383256,0.6316081394945748,0.5403388506844263,0.4803816630477996,0.6693220338983051,25.256547212600708,True,0
graphconv,147,8,0.001,1.426949885777484,0.5347006760321644,0.050060939142242376,0.2414897221431484,0.4359464700941763,0.25523309766952323,0.4326619256831587,105.85982513427734,1.6088669668516742,0.735960567446297,0.8673447250928047,0.6402752983273587,0.5780197736065339,0.9686702560022403,0.9686989657049537,0.5570963835892438,0.5707407950760411,0.598422450949136,0.6178935380757357,0.6608581051398448,0.549264046541128,0.5061324876217598,0.682911133212426,24.952612161636353,True,0
graphconv,147,9,0.001,1.356890564636545,0.5247743615616048,0.054912521885718324,0.2240406722811518,0.39690193259791295,0.23291099855997874,0.41497009620017367,50.752140045166016,1.3229130759245287,0.7445978067241897,0.872223758942472,0.663632326784856,0.7378991765414742,0.9986899479410429,0.9986390854654328,0.5606383616584819,0.5755631756869781,0.5758451956146476,0.6237766453655248,0.5760477552543216,0.5606265669721107,0.4839594440506641,0.6720842105263158,26.033572673797607,True,0
graphconv,147,10,0.001,1.3354216786416033,0.5257633438997685,0.032758692697402426,0.22402359500165928,0.39091133099374575,0.22502940304398322,0.4100553575390622,158.7025146484375,1.2471095492556634,0.7432862378425922,0.8697301989240813,0.6310349126422113,0.7394651539708266,0.9879267316191108,0.9874795862819815,0.5841357038960832,0.5801300973113678,0.6099494214621547,0.6210140925920878,0.657983494797273,0.5436079249217936,0.6415736398721833,0.6761525484664952,25.941941022872925,False,1
graphconv,147,11,0.001,1.2810438970908795,0.5118350948083666,0.019893442160349828,0.20968592786171877,0.3796896067667578,0.21418007508727696,0.3981925854456485,63.626705169677734,1.3198228040721987,0.7308646832757113,0.8579452539158494,0.5949341466413459,0.732829108748978,0.9892415431565746,0.9888405008165487,0.5806589722342671,0.561578724324959,0.6022139892897012,0.6140958504637567,0.6636423023880381,0.5259196651372454,0.6279196544638739,0.6676028685954245,23.620506763458252,False,2
graphconv,147,12,0.001,1.3291527417564877,0.5345281092874498,0.07305731709454513,0.2215322895772515,0.358127812005651,0.21480420626785085,0.39279325434049994,92.0738754272461,1.3798155196934063,0.7272584543826717,0.8541069953650823,0.5838091411759689,0.714436917866215,0.9989517992374326,0.9989112683723462,0.5816256787020488,0.56814722517717,0.5813081976362092,0.6050410455959399,0.6722620418167639,0.5987807522710296,0.66527494003731,0.6921850546300223,23.473291158676147,False,3
graphconv,147,13,0.001,1.225739703042353,0.5119039308123342,0.02701091166696814,0.1961212913518661,0.34451014712256234,0.19305621696246328,0.3743235862037969,76.90677642822266,1.3077654604101852,0.7391838593315773,0.86627239391476,0.6407531646447573,0.7411218724778047,0.9810756511337426,0.9804028307022319,0.5837028474530355,0.576563097257528,0.5849857756421588,0.6150264675510206,0.6043448343654773,0.5377065577528184,0.5885366396911427,0.6646175703181564,24.00748062133789,False,4
graphconv,147,14,0.001,1.2495413697051665,0.5191764045382797,0.024576716555510098,0.2086382799713396,0.34931752121576276,0.19062513775956388,0.38362142297631235,79.50457763671875,1.188697192860746,0.7471548695682048,0.8722203774064701,0.6414456891588763,0.738789463100744,0.9897585903281795,0.9893848666303756,0.5962620148694915,0.5923559581973181,0.604605348114422,0.6148578230508218,0.6369553986567935,0.5910260204430078,0.6158546017014694,0.7006560610608464,24.18720269203186,True,0
graphconv,147,15,0.001,1.2707839724010608,0.5141573145850111,0.09546897027257066,0.201826911913072,0.34616654338922775,0.19241828154544754,0.3793365672203962,89.9215087890625,1.7139392167063356,0.7422180049082694,0.8671051893789274,0.6363837526625841,0.6934499827328192,0.9968545687018877,0.9967338051170387,0.5963769825230192,0.5725739803839593,0.6003580346732029,0.6016980013190226,0.6925771751226147,0.5848656459017922,0.6950306983883346,0.6964081445893388,22.22043013572693,False,1
graphconv,147,16,0.001,1.2656399371451854,0.5086892000264542,0.08555250965630712,0.20402164242891332,0.34500116891327554,0.19724296573014868,0.3794400692342866,75.5020980834961,1.250849745130478,0.7569328064250456,0.8831179458853409,0.6764795470275561,0.7305337772527118,0.9752417590079312,0.9744148067501361,0.60847984211067,0.5965303301505418,0.60918072769637,0.6282013675836201,0.6990521327014219,0.5844549805631082,0.6664008506113769,0.7138042203985933,23.05715775489807,True,0
graphconv,147,17,0.001,1.1937515349197567,0.5031773723757254,0.06292892010300316,0.18921537797299065,0.31655512351758375,0.17808589074897974,0.3561046847937313,101.10906219482422,1.2596543234122364,0.7606001285663934,0.880095344559459,0.6651293019212638,0.7372934532524577,0.9989517485865903,0.9989112683723462,0.6103550367269517,0.6047721549922763,0.6156500162137813,0.6388164682907655,0.7083300620240245,0.6482592408246667,0.7193986099947993,0.7239227799227799,23.02065658569336,True,0
graphconv,147,18,0.001,1.1878993736855936,0.5004813637455645,0.02199902389156189,0.1893778622848694,0.3316886139008864,0.18544532413140563,0.36422466472654763,48.657470703125,1.2512766608485468,0.7565521560047366,0.8774444355226545,0.6667046475619011,0.7254692832764505,0.9897672573676819,0.9893848666303756,0.615970377270225,0.5958417908350523,0.6085988274955955,0.6280694004841555,0.6972484066709919,0.593721606396511,0.7051239512726928,0.6945458662364495,22.64401364326477,False,1
graphconv,147,19,0.001,1.1970088598689648,0.5130098362919461,0.02356276886424624,0.19483908377684422,0.3205295975656621,0.18028482454629688,0.3638002758364828,100.40650939941406,1.237892282572438,0.7453783324590357,0.8729796859450698,0.6511613654876863,0.7443814324721697,0.9968562677030499,0.9967338051170387,0.5840635159299566,0.5814332448370517,0.5840813401888695,0.6132397160131654,0.6933969407844919,0.6123193556029377,0.611576093363197,0.7201511561647123,22.51585602760315,False,2
