experiment_id,date,project_stage,dataset_version,dataset_manifest_sha256,task,model,spatial_operator,seed,config_path,git_commit,train_split,validation_split,test_accessed,best_epoch,checkpoint_sha256,graph_accuracy,graph_precision,graph_recall,graph_f1,graph_fpr,source_ap,source_auc,node_precision,node_recall,node_f1,exact_localization,result_path,status,notes
V5P2-G1C-GRAPHCONV-S107,2026-07-27,G1C,v5_p2,,source_localization,Conv1D-GraphConv,GraphConv,107,,,train,validation,false,36,,,,,,,,0.9867,,,,,experiments/v5_p2/g1_source_only,completed,Validation-stage operator selection. GraphConv selected. Blind-test data remained inaccessible. Metrics require verification against authoritative frozen files.
