candidate,seed,epoch,learning_rate,train_loss,train_attack_loss,train_count_loss,train_source_loss,train_transit_loss,train_victim_loss,train_path_loss,maximum_preclip_gradient_norm,validation_loss,validation_selection_score,graph_auroc,graph_average_precision,graph_fixed_0_5_f1,count_active_macro_f1,count_active_accuracy,source_average_precision,transit_average_precision,victim_average_precision,path_average_precision,source_fixed_0_5_f1,transit_fixed_0_5_f1,victim_fixed_0_5_f1,path_fixed_0_5_f1,elapsed_seconds,is_best_checkpoint,early_stop_patience_counter
graphconv,127,1,0.001,3.5177839222932406,0.9624154560616849,0.709821214502448,0.6059371156082985,1.1655026224963434,0.6798152747588626,1.003815984894489,37.56728744506836,3.3776117704837256,0.6034563594554251,0.8279511525442861,0.5725706438647804,0.1116576487948844,0.9012442416904868,0.9006532389765922,0.3953445748754761,0.291880077178624,0.2253990836760053,0.4273640728583862,0.46138184684093003,0.34233466933867734,0.33844699208131424,0.49346574418349254,25.53330945968628,True,0
graphconv,127,2,0.001,2.5776593449198457,0.8404048642471879,0.2563214805658356,0.4091420262449705,0.9266256193232176,0.44994560129826044,0.798359381618404,107.39759826660156,2.220268453522508,0.648454724595848,0.8535344244668762,0.5954285119189988,0.7018688816374964,0.9721787850007144,0.9711486118671747,0.469015350070412,0.27204776175620016,0.344993233427918,0.4864766819237507,0.40852434423878753,0.323483239449626,0.3708953129385349,0.5118142617114523,25.836626291275024,True,0
graphconv,127,3,0.001,2.2392701994403343,0.7080774329932105,0.14903113723232692,0.377054689024498,0.8176105046912446,0.4128772814731602,0.7223186034098545,234.83522033691406,2.2344222257572723,0.6409263113137899,0.8782121979012589,0.6615329500249953,0.730294794062304,0.6790505749406224,0.7044093630919979,0.49757686588690886,0.3467851059741643,0.3865509178939072,0.5328383422307145,0.423187874902697,0.31362366215005005,0.35595214312667867,0.4767117144662549,24.982627391815186,False,1
graphconv,127,4,0.001,2.0520638678129135,0.6614704033293998,0.14233334272071835,0.3592226444813523,0.714388410043639,0.3739386237942193,0.6451119440017736,93.57347106933594,1.8826822686469418,0.6870135462947565,0.867531431991962,0.6175903730689442,0.7106690777576853,0.9834991961368469,0.9828524768644529,0.5250210304891423,0.39678237646996284,0.40044562407744116,0.5436577821264468,0.5291113998247575,0.4094335634775257,0.4348429637341662,0.5729869047928978,24.780872583389282,True,0
graphconv,127,5,0.001,1.919931423255323,0.6471736881465389,0.10903929807550662,0.3361166634182258,0.6395441260620672,0.3556215414516236,0.5912664156766342,119.0119400024414,1.7397094071292025,0.6796521860283874,0.8606731390085509,0.5969688783149033,0.728114568752019,0.9053316764104065,0.9050081654872074,0.5190952420047295,0.4621904266097491,0.404967436874174,0.5747985056816047,0.4516239399789828,0.4159618232680599,0.3968939168403295,0.5837257372096721,25.39270329475403,False,1
graphconv,127,6,0.001,1.7058978442764097,0.5978750303335398,0.10419335619104009,0.29886300151839723,0.5104616618277824,0.33317880901048436,0.5038963823464014,79.85212707519531,1.5049660105358138,0.7073578667331074,0.8732716200963578,0.6181982445569529,0.736456957007826,0.989769855763087,0.9893848666303756,0.5414968704437857,0.4935060201849949,0.4253524560256309,0.5814563099075283,0.5290363568107654,0.49012833168805525,0.46315916568565313,0.6235193489023094,26.03617835044861,True,0
graphconv,127,7,0.001,1.5842825432947492,0.565069192069098,0.08569403472932934,0.2862634894416877,0.45627318105998554,0.30974296067845836,0.45931805375534146,73.57772827148438,1.5157148917211578,0.7167485649256004,0.8729863567933644,0.6346639205447995,0.7295188556566972,0.936850993464696,0.9357648339684268,0.5445156654152009,0.5321365533864528,0.5108825363820042,0.6037194526780088,0.5223897453272347,0.5136327106650724,0.46193766582116097,0.6532548819879106,24.653449535369873,True,0
graphconv,127,8,0.001,1.4892764260640245,0.540314283426154,0.07407045988780968,0.2530315135688272,0.42939786258032114,0.2973283265636866,0.44240044360591274,115.46051788330078,1.684239889165603,0.6896437019390301,0.871809443929153,0.6419311677225075,0.7295774647887325,0.7385189156117777,0.7498639085465433,0.5437458067852741,0.5605433750910819,0.4956737988466608,0.610370581878399,0.6320111343075853,0.5532079360989437,0.49546172059984217,0.6850853933224986,26.067882299423218,False,1
graphconv,127,9,0.001,1.4322328997409945,0.5361909580024119,0.048845919718572085,0.2438669286160099,0.4185836290766446,0.2715545723626372,0.4295886208637782,95.73616027832031,1.3027857531380684,0.7348717023171202,0.8701126199046555,0.6376794378481815,0.7421746293245469,0.9905556141901608,0.9902014153511159,0.542272644184606,0.5578778009687957,0.5868682946711277,0.6090078455751919,0.6428346346416441,0.5561952225468294,0.4965050308748394,0.6843994503491404,26.768823623657227,True,0
graphconv,127,10,0.001,1.373727364839525,0.5266777741726558,0.06170367414414446,0.22566534901305452,0.4060745904507185,0.239710468408221,0.4154245361923183,109.9851303100586,1.542648411345208,0.7319407856415578,0.872168025080914,0.6307176739155305,0.7157870687685628,0.9947563012283824,0.994556341861731,0.5423635694794918,0.5398281290110211,0.5897236926260405,0.5927774273404154,0.6884149220840549,0.513437420015357,0.5637990975663881,0.6774106598192625,24.75454831123352,False,1
