epoch,learning_rate,train_loss,maximum_preclip_gradient_norm,validation_loss,validation_selection_score,source_average_precision,source_auroc,source_fixed_0_5_f1,derived_graph_average_precision,derived_graph_auroc,derived_graph_fixed_0_5_balanced_accuracy,exact_set_attack_fixed_0_5,is_best_checkpoint,early_stop_patience_counter,elapsed_seconds
1,0.001,0.5650475676626564,49.47242736816406,0.3420575586924303,0.5952234265271396,0.45727696645476207,0.9672027236843262,0.44011712333658676,0.49913704951470783,0.7666738160535409,0.5024847526541676,0.6017964071856288,True,0,23.225937128067017
2,0.001,0.39669146759461177,67.03653717041016,0.31228635415415806,0.6592074577738126,0.5337959742476026,0.9747643839445086,0.46419017816585073,0.5944734986555367,0.8298908477068083,0.5265767825705552,0.7561241154055526,True,0,24.45682430267334
3,0.001,0.34666592572441335,43.75316619873047,0.371896964760728,0.6578814932152885,0.5306653717605844,0.9732734646960265,0.5582145391214605,0.5969217646439591,0.8305066407833654,0.6023329954666513,0.7294501905280348,False,1,22.85140824317932
4,0.001,0.34589163455411853,59.71125411987305,0.3579145293126161,0.6671136809982761,0.5426622608666776,0.974617776869087,0.5751660566625999,0.608512425390662,0.838634024228275,0.6353994374845602,0.6978769733260751,True,0,25.54585313796997
5,0.001,0.35124718941502003,45.02964401245117,0.27717963466242357,0.6899202422643468,0.5783088270274259,0.9784030881018241,0.5075261689728505,0.624660226900711,0.8365901623862774,0.5610753665677249,0.7746325530756668,True,0,24.217584371566772
6,0.001,0.2928744765545461,29.240766525268555,0.24443919448560225,0.6836133869293606,0.5701304452162357,0.980367578053484,0.5432869211974921,0.6138250792314871,0.8603963295455621,0.5617179198905514,0.7365269461077845,False,1,23.441200971603394
7,0.001,0.2943845689029136,72.02704620361328,0.2924666065974863,0.6874768401077499,0.5773107781875393,0.9813650264177689,0.6862906707484594,0.613920777638152,0.8638741163585308,0.8042412823079634,0.7261839956450735,False,2,23.606191158294678
8,0.001,0.2717166948302511,64.89855194091797,0.2606022019191416,0.6760707481308186,0.5645192222137654,0.9802941348604304,0.5391760081525695,0.5949504132353136,0.856537151583438,0.5670318500112943,0.7166575939031029,False,3,23.587022304534912
9,0.001,0.24636537563779404,58.47820281982422,0.21103572152735783,0.7052911659098888,0.6034241114058324,0.9831120182670768,0.686387849937663,0.6312044225608137,0.8735747747989246,0.804851526591354,0.7656505171475232,True,0,23.980041980743408
10,0.001,0.231927134382685,74.8804702758789,0.2833282682630751,0.6992698051297911,0.5985412731423851,0.9818353486530336,0.5165215449877205,0.6181613255813603,0.8578113604607939,0.5418889924117103,0.7593903102885139,False,1,22.181208848953247
11,0.001,0.2564978619986839,108.15409088134766,0.19601885367322852,0.6997476620251758,0.5963098019580582,0.9829587500550017,0.6404529507798118,0.6234122941295852,0.8681367423069134,0.7148514847832724,0.8081110506260207,False,2,23.400688648223877
12,0.001,0.21719973468489656,66.3770523071289,0.2957059675934671,0.6929971760192721,0.5886357039282673,0.9809338536660058,0.688135989707201,0.6137834425545481,0.8656853285236005,0.849054842242738,0.6505171475231355,False,3,22.89687728881836
13,0.001,0.2174418794963704,32.19187927246094,0.21294379097291793,0.6926771940269448,0.5992710126842914,0.9837117499392259,0.7067253397717979,0.5884550007999706,0.8595165614722052,0.8356517246632882,0.7857920522591181,False,4,22.720871448516846
14,0.001,0.2156673204040689,25.801654815673828,0.2865228088879494,0.6825576251818999,0.5814991535814503,0.9817652286928746,0.68956892171806,0.5854669648718247,0.854412240471723,0.8346352349411287,0.695971692977681,False,5,22.003058910369873
15,0.0005,0.18079029987722664,39.44014358520508,0.1976281886737161,0.6963364966190287,0.6036530853023948,0.9840842166632512,0.7061142459611965,0.593955599208074,0.8604396439476223,0.8346482077428813,0.7896026129559064,False,6,22.912668228149414
16,0.0005,0.18187842943723379,76.14323425292969,0.23965689479010618,0.7121656009914239,0.6204148488786858,0.9843984332848597,0.7164143521277865,0.6234342729234642,0.8713478796355172,0.8505027544762622,0.7906913445835602,True,0,23.037882328033447
17,0.0005,0.18064962793038072,37.173282623291016,0.2309109337941897,0.7050936633944589,0.6130834453601482,0.9840433955476161,0.7126933040270037,0.6101643673099233,0.8649298165276937,0.8477699815269762,0.7909635274904736,False,1,25.378780603408813
18,0.0005,0.18795105936239584,53.303165435791016,0.33285897235608497,0.7039294452541593,0.6051009631231017,0.9824877744020118,0.7082118062687426,0.6230280803684223,0.8700699664391774,0.8517413188900348,0.7370713119216113,False,2,24.63823437690735
19,0.0005,0.1731725471057139,36.984336853027344,0.19052203675187257,0.7095360554542509,0.6196734128836003,0.9844638204806236,0.7044730274524862,0.6143335755691792,0.8654436409231765,0.8285492694099245,0.8130103429504627,False,3,24.887183666229248
20,0.0005,0.17313822821325053,60.1861572265625,0.22979667135734363,0.702749528527445,0.6131242459758189,0.984408268406577,0.7203561632945105,0.6003413537515649,0.8626167229374752,0.8462989211424574,0.8209036472509527,False,4,27.24095106124878
21,0.0005,0.16643553238824085,55.538482666015625,0.20360353611894952,0.7242144633066545,0.6402731365942506,0.9852782619445127,0.7180476284196026,0.6310333180936042,0.8688057945754998,0.8405823115663656,0.8277082199237887,True,0,25.807915210723877
22,0.0005,0.16267355985565093,51.25950241088867,0.22642823448583085,0.722970512300272,0.6358754211311466,0.9845324406270404,0.7243070787637088,0.6355987663117543,0.873147317907053,0.8487762958998937,0.8549265106151334,False,1,25.79412531852722
23,0.0005,0.17168085789104873,56.761131286621094,0.29161638333575174,0.710690994938411,0.6218979475221729,0.9838392820697448,0.7163031602800145,0.6151288026395534,0.8698736221624148,0.8491102994331685,0.7923244420250408,False,2,24.83680033683777
24,0.0005,0.1597155536219749,34.87378692626953,0.17828309726288796,0.7213342499918183,0.6365539358753141,0.9853733305558001,0.7044217947735458,0.6268557976608446,0.8734024394277753,0.8289343956193,0.8301578660860098,False,3,24.24796152114868
25,0.0005,0.17009143514587716,62.16058349609375,0.17642474536085798,0.7127535544717769,0.628902374410369,0.9854021362335781,0.7038636450491076,0.6078073328327919,0.8646079865240257,0.8260311932555203,0.8236254763200871,False,4,23.707488536834717
26,0.0005,0.17510456000425656,109.02250671386719,0.294836132995318,0.7108254795225425,0.6204963884847967,0.9840879653512103,0.7250440700200879,0.6182211757693664,0.8715241037730687,0.8516237951433518,0.8062057702776265,False,5,23.756357669830322
27,0.00025,0.1578984559185437,59.350093841552734,0.2270490812235256,0.7196317097821374,0.635387899414662,0.9852405414596198,0.7314567661570817,0.6225104988396055,0.8718557094899058,0.8530625464884347,0.8606423516603158,False,6,24.787521362304688
28,0.00025,0.15162982313935652,39.24398422241211,0.19301792415927044,0.708878544689707,0.6219588653574534,0.985105478097342,0.7270410195141379,0.6064909699465793,0.8674120945123327,0.8468794079090316,0.8764289602612956,False,7,24.733765840530396
29,0.00025,0.14753547349098256,31.00693702697754,0.2586698323906914,0.7205383126557635,0.6370660710588636,0.9852895664097155,0.7339457065529402,0.6227315420956115,0.8730326684659717,0.8539994164083686,0.862003266194883,False,8,26.60339665412903
30,0.00025,0.1476932956078399,43.86671829223633,0.20734383734858966,0.7173044030889112,0.6338750007957062,0.9854939072859834,0.7285388401969024,0.6159737034782489,0.8724494764705962,0.8505167417388153,0.8720740337506805,False,9,26.528467416763306
31,0.00025,0.15208106806268512,94.82398986816406,0.2046945285751445,0.7255364611675911,0.6431202670954945,0.9856491930240311,0.7290833466645338,0.6302561174553443,0.8763829252598158,0.8449491964179328,0.8884050081654872,True,0,24.75970697402954
32,0.00025,0.14907318926606275,31.360233306884766,0.1907286378311167,0.7200990443648174,0.6384454617806689,0.985805437164502,0.7262009081494465,0.6176998167334302,0.872675562893557,0.8422385571588409,0.8897659227000544,False,1,26.68175768852234
33,0.00025,0.14509468008272053,45.25653839111328,0.18264544798039842,0.7309648905048226,0.6500514003896685,0.9858986707892247,0.7253008233058899,0.6378580904507287,0.8737119729368911,0.8403185210169841,0.8873162765378334,True,0,23.846776247024536
34,0.00025,0.14787726313210442,69.85087585449219,0.3174204464007459,0.7172748688161591,0.6329476681731736,0.9848681249550917,0.730680317040951,0.6183360139631975,0.8719734791664796,0.8546511306196363,0.8486663037561241,False,1,25.075624465942383
35,0.00025,0.14396423375573747,30.00729751586914,0.22552934867516636,0.7218279568233135,0.6388915730447575,0.9856263761623373,0.7338240051763183,0.6239023050414015,0.8748559465663207,0.8502084378791548,0.8867719107240065,False,2,26.722059726715088
36,0.00025,0.14989628257473142,65.43692779541016,0.23022149318631735,0.7168718304323958,0.6339079392270294,0.9853033034170712,0.7354570637119114,0.614368139858453,0.8686458325519936,0.8475570677238045,0.9006532389765922,False,3,22.74519968032837
