epoch,learning_rate,train_loss,maximum_preclip_gradient_norm,validation_loss,validation_selection_score,source_average_precision,source_auroc,source_fixed_0_5_f1,derived_graph_average_precision,derived_graph_auroc,derived_graph_fixed_0_5_balanced_accuracy,exact_set_attack_fixed_0_5,is_best_checkpoint,early_stop_patience_counter,elapsed_seconds
1,0.001,0.4659047463334171,30.1800594329834,0.37764133042911613,0.5517491870482703,0.40001847180544814,0.9606210675665188,0.467124940966574,0.4463387370156661,0.6999495782240887,0.5185939290484887,0.69352204681546,True,0,24.029504537582397
2,0.001,0.34960053698805493,46.17915725708008,0.3298054498883195,0.5971224640122047,0.4547220733466311,0.9674494272455081,0.46939510939510937,0.5115962821100487,0.757103039336855,0.537716453656541,0.7686445291235711,True,0,23.41620373725891
3,0.001,0.34965829241032154,36.84263610839844,0.3393228038821945,0.6210474659539407,0.47801174319363265,0.9703883221477586,0.530066948872677,0.5577780552807386,0.7937765196960946,0.5854052414299888,0.7901469787697333,True,0,23.92646288871765
4,0.001,0.32683664759776,40.7784423828125,0.3091053763644753,0.651393846198688,0.5271980658010765,0.975890891055595,0.4556388012618296,0.5752883621370041,0.8177943248972412,0.5167692829631207,0.7618399564507349,True,0,22.76994514465332
5,0.001,0.3193671931033361,43.07601547241211,0.29384350118204705,0.6366678963081916,0.5081688299882773,0.9735636662413132,0.5065860625051996,0.5567702590148987,0.8069189669616554,0.5498041844725031,0.7996733805117039,False,1,23.358877420425415
6,0.001,0.30993342112600203,57.46198654174805,0.2953433677611223,0.6712532299049359,0.5535679073482926,0.978305545192847,0.48518958911348925,0.5995715597303108,0.8444668356778855,0.5330839952638822,0.778987479586282,True,0,21.718205451965332
7,0.001,0.31564022369592104,64.01727294921875,0.405935934258299,0.6768793982932129,0.5558169355480863,0.9783949330762005,0.6459194424183483,0.6174887890004781,0.8464562701608713,0.7410276475613162,0.6831790963527491,True,0,21.796952486038208
8,0.001,0.288570576383434,35.80172348022461,0.27300945590434555,0.6790014083544175,0.5643429865374151,0.9794080928076166,0.5337556454924042,0.6079115675352229,0.8508854367573455,0.5689305209938667,0.8143712574850299,True,0,23.79831838607788
9,0.001,0.2835828925631349,39.81812286376953,0.2606303876082711,0.6837420776228008,0.571696238680266,0.9799347937637045,0.5920463523834606,0.6116410393669666,0.8540000619743325,0.6443423090775551,0.819270549809472,True,0,24.223144054412842
10,0.001,0.27601830429324975,39.45171356201172,0.27741378355452534,0.6806916390684423,0.560068832151814,0.978251668136518,0.5275477340694732,0.6243772238336234,0.8574468462504115,0.5556217790101051,0.8179096352749048,False,1,22.621610403060913
